State,Month,Temperature,Humidity,Rainfall,LAI,Population_Density,Heat_Index,Season,Lagged_Rainfall,Urban_Risk,Disease
Chhattisgarh,January,14.5,47.3,0.8,0.71,290,29.49,Winter,22.1,Medium,Typhoid
Kerala,April,35.1,90.0,31.9,0.91,285,64.21,Summer,11.4,Medium,Dengue
Goa,April,33.6,87.6,15.9,0.5,1614,54.96,Summer,15.2,Medium,Dengue
West Bengal,January,16.5,71.8,31.0,0.9,316,24.5,Winter,16.6,Low,Typhoid
Tamil Nadu,March,29.7,74.4,20.9,0.7,469,35.34,Summer,2.3,Low,Heatstroke
Karnataka,December,17.5,62.4,13.8,1.06,466,25.49,Winter,6.4,Low,Cholera
Bihar,February,18.8,48.7,10.3,1.72,702,25.73,Winter,7.0,Low,Typhoid
Telangana,September,33.9,84.2,50.9,0.9,2568,54.27,Monsoon,1.6,Medium,Cholera
Tripura,April,33.1,75.4,8.1,0.5,968,46.26,Summer,1.6,Low,Cholera
Assam,July,30.4,97.0,101.5,1.84,2680,44.88,Monsoon,26.3,High,Dengue
Tripura,December,14.2,71.8,10.4,1.12,429,27.28,Winter,28.2,Medium,Malaria
Manipur,November,18.7,73.6,8.0,0.67,50,22.71,Post-Monsoon,29.4,Low,Malaria
Delhi,April,35.8,49.2,26.7,0.56,1695,42.28,Summer,8.7,Medium,Typhoid
Uttarakhand,November,15.1,51.7,37.8,0.5,5878,28.84,Post-Monsoon,49.4,High,Dengue
Delhi,April,33.1,41.1,8.6,0.61,1878,34.19,Summer,6.9,Medium,Malaria
Andhra Pradesh,August,27.7,91.1,420.0,6.4,703,32.98,Monsoon,479.0,Low,Dengue
Madhya Pradesh,July,30.5,81.7,397.8,5.02,419,39.78,Monsoon,40.0,Low,Dengue
Sikkim,April,15.7,67.2,9.2,0.72,385,26.38,Summer,33.6,Medium,Typhoid
Tripura,May,34.1,75.4,41.7,0.78,764,49.99,Summer,40.9,Medium,Malaria
Punjab,September,27.0,73.5,360.5,4.6,50,29.15,Monsoon,429.3,Low,Malaria
Tamil Nadu,March,28.5,74.2,7.5,0.69,1857,32.35,Summer,2.1,Low,Dengue
Chhattisgarh,February,18.0,53.8,6.5,0.62,563,26.0,Winter,0.3,Low,Typhoid
Uttarakhand,April,25.8,61.9,11.9,1.01,752,26.78,Summer,12.8,Low,Cholera
Karnataka,December,13.2,55.7,27.3,1.14,1256,31.45,Winter,5.4,Medium,Typhoid
Uttarakhand,September,16.8,83.4,4.0,1.43,234,20.68,Monsoon,451.9,Medium,Cholera
Karnataka,April,33.3,63.3,1.0,0.5,6198,41.58,Summer,7.1,High,Malaria
West Bengal,July,33.4,97.0,107.2,1.16,1102,59.93,Monsoon,405.2,Low,Cholera
Punjab,May,39.2,63.2,16.4,1.62,219,62.06,Summer,19.1,Low,Heatstroke
Nagaland,July,24.4,97.0,12.5,0.63,670,24.4,Monsoon,223.7,Low,Malaria
West Bengal,November,22.8,72.1,20.0,0.73,1262,23.79,Post-Monsoon,174.8,Medium,Typhoid
Jharkhand,July,30.8,89.3,150.5,2.35,1982,43.59,Monsoon,113.0,Medium,Cholera
Delhi,March,26.2,47.6,4.4,0.73,738,26.62,Summer,38.7,Medium,Typhoid
Andhra Pradesh,November,21.2,58.2,22.2,1.53,1726,24.52,Post-Monsoon,23.4,Medium,Typhoid
Jharkhand,September,26.1,79.9,21.6,0.5,1022,27.86,Monsoon,497.1,Low,Malaria
Assam,January,16.5,62.0,8.8,0.72,409,26.43,Winter,22.0,Low,Malaria
Jharkhand,December,15.3,48.5,8.1,0.5,91,28.59,Winter,23.7,Low,Typhoid
Nagaland,June,29.1,92.8,7.0,0.5,165,38.16,Monsoon,35.8,Low,Cholera
Uttar Pradesh,February,16.5,54.1,37.5,1.95,1726,27.22,Winter,10.1,Medium,Typhoid
Assam,November,18.5,85.5,27.3,1.86,179,19.44,Post-Monsoon,75.2,Low,Cholera
Odisha,October,25.8,79.2,191.9,2.43,552,27.26,Post-Monsoon,90.9,Low,Malaria
Manipur,November,13.4,74.8,26.4,0.95,543,27.67,Post-Monsoon,23.7,Low,Typhoid
Jharkhand,August,32.5,87.6,229.2,3.94,232,49.95,Monsoon,95.8,Low,Typhoid
Meghalaya,May,32.7,77.7,13.6,0.5,7328,45.9,Summer,3.4,High,Heatstroke
Tamil Nadu,May,40.9,81.5,56.2,0.61,3356,89.79,Summer,14.8,High,Cholera
Uttar Pradesh,October,22.4,60.3,18.4,0.5,568,24.54,Post-Monsoon,24.8,Medium,Heatstroke
Assam,February,16.8,73.7,6.3,0.61,260,23.75,Winter,12.2,Medium,Malaria
Karnataka,May,40.6,62.9,61.2,0.72,615,67.81,Summer,1.9,Low,Dengue
Manipur,January,12.7,54.7,5.1,0.5,978,32.32,Winter,23.5,Medium,Typhoid
Telangana,October,24.8,63.1,79.1,1.83,50,25.82,Post-Monsoon,38.8,Medium,Dengue
Gujarat,November,31.2,51.3,7.7,0.5,525,33.22,Post-Monsoon,163.2,Low,Typhoid
Kerala,September,30.9,97.0,133.1,1.98,316,47.18,Monsoon,420.3,Low,Typhoid
Chhattisgarh,August,32.0,97.0,116.8,1.88,1695,52.53,Monsoon,58.2,Medium,Malaria
Uttar Pradesh,March,31.0,54.3,69.2,0.52,430,33.51,Summer,22.5,Medium,Dengue
Punjab,May,35.5,53.8,20.6,1.08,253,43.55,Summer,25.3,Low,Malaria
Assam,October,24.3,85.6,102.3,2.04,629,24.47,Post-Monsoon,160.6,Low,Dengue
Jharkhand,April,36.3,66.0,14.0,0.62,582,52.72,Summer,1.4,Low,Malaria
Tripura,May,37.5,81.9,10.4,1.63,1402,70.35,Summer,48.3,Medium,Malaria
Madhya Pradesh,December,18.7,41.2,18.4,0.5,443,25.71,Winter,49.4,Low,Heatstroke
Meghalaya,November,15.4,74.8,1.2,1.09,746,24.81,Post-Monsoon,15.1,Medium,Malaria
Gujarat,October,26.2,75.8,87.4,1.43,434,27.86,Post-Monsoon,150.3,Medium,Typhoid
Punjab,February,18.8,32.5,6.7,0.7,91,25.01,Winter,11.1,Medium,Malaria
Punjab,January,8.0,38.4,10.8,0.77,994,37.67,Winter,22.5,Medium,Dengue
West Bengal,February,25.0,64.7,0.7,0.5,108,26.0,Winter,5.8,Low,Cholera
Gujarat,August,32.1,79.3,98.1,1.63,400,44.43,Monsoon,403.6,Medium,Malaria
Chhattisgarh,June,35.5,87.9,35.0,1.4,698,64.73,Monsoon,15.6,Low,Cholera
Goa,June,36.8,97.0,14.4,0.5,1478,80.65,Monsoon,9.3,Medium,Cholera
Tamil Nadu,May,40.6,90.5,14.8,0.62,446,99.4,Summer,14.7,Low,Heatstroke
Goa,March,32.6,66.2,28.3,1.09,83,40.73,Summer,33.5,Medium,Heatstroke
Andhra Pradesh,March,31.3,66.3,8.9,0.5,844,37.27,Summer,52.6,Low,Typhoid
Nagaland,April,26.6,66.0,3.6,1.51,907,27.95,Summer,32.7,Low,Heatstroke
Goa,September,35.9,97.0,227.2,3.88,686,74.79,Monsoon,323.1,Low,Typhoid
West Bengal,February,23.5,76.3,15.2,1.19,471,24.03,Winter,5.2,Low,Dengue
Delhi,June,29.1,58.6,385.6,5.24,401,30.99,Monsoon,1.4,Low,Dengue
Rajasthan,May,46.8,20.0,2.0,1.06,153,50.43,Summer,10.3,Medium,Typhoid
Maharashtra,May,39.6,66.7,23.4,0.5,242,66.85,Summer,0.4,Low,Typhoid
Nagaland,November,11.2,64.7,23.2,1.13,571,34.47,Post-Monsoon,72.0,Low,Heatstroke
Delhi,November,20.4,43.5,1.7,0.5,856,25.17,Post-Monsoon,55.4,Medium,Dengue
Jharkhand,December,15.7,56.1,3.3,0.5,344,27.94,Winter,16.5,Medium,Cholera
Meghalaya,December,15.2,79.2,1.6,0.58,338,23.6,Winter,13.1,Medium,Cholera
Delhi,May,37.4,42.2,15.3,0.5,2121,43.04,Summer,16.8,Medium,Heatstroke
Maharashtra,August,29.1,90.3,420.0,5.8,857,37.5,Monsoon,480.1,Medium,Dengue
Rajasthan,May,44.6,30.0,17.6,0.68,97,53.16,Summer,11.3,Low,Heatstroke
Chhattisgarh,July,32.4,94.1,57.6,1.5,233,52.95,Monsoon,197.6,Low,Typhoid
Nagaland,October,16.4,76.3,76.7,1.11,584,23.35,Post-Monsoon,52.9,Low,Typhoid
Nagaland,July,23.8,97.0,23.2,0.62,252,23.8,Monsoon,265.8,Low,Malaria
Sikkim,September,19.5,84.5,28.3,0.5,404,19.87,Monsoon,344.0,Low,Cholera
Maharashtra,January,17.4,52.1,24.6,1.36,553,26.53,Winter,24.0,Low,Malaria
Madhya Pradesh,July,38.0,88.3,28.4,1.52,2388,79.45,Monsoon,42.3,High,Cholera
Madhya Pradesh,March,30.1,48.8,11.6,0.5,128,31.01,Summer,30.2,Medium,Dengue
Telangana,April,33.8,55.9,0.5,0.5,504,40.03,Summer,10.0,Low,Typhoid
Manipur,April,28.3,77.6,2.1,0.5,450,32.45,Summer,1.7,Low,Typhoid
Telangana,November,23.0,59.1,44.0,1.07,210,24.8,Post-Monsoon,52.8,Medium,Typhoid
Manipur,January,12.6,75.4,1.5,0.5,196,28.91,Winter,23.7,Medium,Malaria
Uttar Pradesh,June,38.0,90.0,370.0,4.94,477,81.22,Monsoon,0.6,Medium,Dengue
Tripura,September,29.1,97.0,166.5,1.77,1599,39.31,Monsoon,91.9,Low,Typhoid
Manipur,February,15.3,74.2,42.1,0.71,317,25.11,Winter,7.1,Low,Malaria
Goa,March,23.5,77.0,7.0,0.94,480,23.98,Summer,40.0,Low,Dengue
Maharashtra,October,31.5,66.0,158.8,2.36,541,37.69,Post-Monsoon,81.5,Low,Heatstroke
Chhattisgarh,November,23.9,62.5,48.1,1.44,623,25.13,Post-Monsoon,15.9,Low,Typhoid
Punjab,May,37.6,58.1,17.3,0.5,631,52.28,Summer,21.2,Low,Typhoid
Punjab,January,16.1,25.1,8.8,0.9,594,24.43,Winter,21.7,Low,Cholera
Rajasthan,January,22.8,20.0,2.3,0.5,2125,24.0,Winter,20.5,High,Malaria
West Bengal,November,23.0,78.1,139.7,2.12,708,23.35,Post-Monsoon,224.4,Medium,Dengue
Haryana,August,25.6,73.2,278.2,3.1,2581,26.8,Monsoon,7.0,Low,Dengue
Assam,January,19.1,73.2,12.9,1.77,103,22.69,Winter,21.4,Medium,Cholera
Uttarakhand,January,8.0,49.0,9.6,0.83,228,41.51,Winter,17.4,Low,Typhoid
Manipur,June,29.3,86.6,91.2,1.8,497,37.23,Monsoon,46.8,Medium,Typhoid
Odisha,July,33.6,97.0,201.4,3.27,3108,61.04,Monsoon,87.1,Low,Malaria
Karnataka,December,16.8,52.0,8.0,0.5,1274,27.04,Winter,6.0,Medium,Cholera
Manipur,June,33.2,97.0,55.7,0.83,568,58.83,Monsoon,38.1,Low,Dengue
Jharkhand,November,22.8,62.3,24.4,0.8,3440,24.55,Post-Monsoon,24.7,Medium,Dengue
Bihar,July,32.0,90.8,59.7,1.24,475,49.35,Monsoon,28.0,Medium,Malaria
Jharkhand,February,18.8,53.2,6.8,1.24,4588,25.55,Winter,4.8,Medium,Typhoid
Chhattisgarh,August,29.3,91.3,110.0,2.03,746,38.49,Monsoon,54.5,Low,Cholera
Tamil Nadu,June,37.1,97.0,18.5,0.5,89,82.67,Monsoon,54.0,Medium,Cholera
Uttarakhand,February,15.4,45.5,24.9,0.52,406,28.37,Winter,8.8,Low,Typhoid
Tripura,September,26.4,97.0,167.6,3.2,11741,29.54,Monsoon,80.2,Medium,Typhoid
Telangana,January,21.8,46.1,15.4,0.5,91,25.0,Winter,23.2,Low,Typhoid
Uttarakhand,March,17.9,53.7,0.7,0.5,177,26.07,Summer,5.7,Low,Typhoid
Himachal Pradesh,August,15.3,81.5,128.2,2.33,135,22.64,Monsoon,224.0,Low,Typhoid
Goa,September,31.8,97.0,332.8,5.35,437,51.53,Monsoon,335.7,Low,Dengue
Assam,July,27.5,97.0,79.6,1.51,1077,33.22,Monsoon,24.9,Medium,Malaria
Gujarat,November,23.7,65.2,3.5,0.67,992,24.89,Post-Monsoon,171.0,Low,Typhoid
Bihar,March,27.8,54.1,25.7,1.1,2488,28.59,Summer,38.7,Medium,Dengue
Bihar,February,20.0,48.8,6.0,0.5,963,25.23,Winter,4.9,Medium,Typhoid
Uttar Pradesh,June,34.9,78.4,19.7,1.31,2506,55.06,Monsoon,0.5,Medium,Malaria
Maharashtra,September,36.4,94.4,373.3,5.2,8322,75.54,Monsoon,72.1,High,Malaria
Andhra Pradesh,May,39.3,76.6,6.0,0.5,90,74.92,Summer,23.2,Low,Dengue
Odisha,November,16.9,69.7,35.0,1.6,1229,24.64,Post-Monsoon,32.8,Medium,Malaria
Delhi,May,34.9,51.3,179.5,2.99,201,40.95,Summer,14.0,Medium,Heatstroke
Jharkhand,February,19.5,55.9,2.5,1.13,780,25.05,Winter,4.5,Medium,Heatstroke
Tripura,September,25.2,95.0,147.7,2.35,556,26.03,Monsoon,107.0,Low,Malaria
Punjab,January,11.5,39.0,4.9,1.1,506,32.18,Winter,22.8,Low,Dengue
Goa,September,28.6,97.0,420.0,6.5,4126,37.31,Monsoon,387.1,Medium,Dengue
Uttarakhand,September,20.1,74.3,109.5,1.71,508,22.4,Monsoon,399.4,Low,Malaria
Delhi,September,27.8,75.0,420.0,5.89,648,30.92,Monsoon,13.0,Low,Dengue
Goa,February,21.9,81.0,5.0,0.52,5164,21.95,Winter,1.3,High,Malaria
Odisha,September,24.4,97.0,29.3,1.45,1252,24.4,Monsoon,43.9,Low,Cholera
Madhya Pradesh,August,35.5,78.5,337.6,5.39,528,57.77,Monsoon,105.2,Low,Cholera
Uttarakhand,November,11.2,58.8,24.3,1.19,1414,35.06,Post-Monsoon,37.6,Low,Typhoid
Bihar,June,39.8,90.6,3.5,1.11,264,93.87,Monsoon,38.3,Low,Cholera
Karnataka,August,30.6,89.0,420.0,5.78,233,42.68,Monsoon,283.4,Low,Dengue
Uttar Pradesh,May,42.6,57.1,20.0,0.5,1209,70.84,Summer,39.1,Low,Typhoid
Chhattisgarh,August,27.8,93.5,167.8,3.05,1995,33.7,Monsoon,54.8,Medium,Malaria
Uttar Pradesh,June,37.1,73.2,378.3,4.97,500,61.06,Monsoon,0.6,Low,Dengue
West Bengal,July,32.7,97.0,155.0,3.28,10178,56.15,Monsoon,331.0,Medium,Cholera
Haryana,June,33.0,80.6,368.6,5.02,633,48.45,Monsoon,32.4,Low,Malaria
Telangana,November,23.6,55.0,16.4,0.89,189,25.17,Post-Monsoon,55.3,Medium,Malaria
Gujarat,September,30.9,79.4,143.0,2.31,724,40.34,Monsoon,465.2,Low,Typhoid
Karnataka,November,23.0,62.2,18.3,1.81,1090,24.64,Post-Monsoon,8.2,Medium,Dengue
Jharkhand,May,38.8,71.3,3.9,0.5,54,67.31,Summer,34.3,Medium,Malaria
Tamil Nadu,November,23.5,75.1,26.4,0.5,554,24.13,Post-Monsoon,92.4,Medium,Dengue
Delhi,August,31.5,79.1,23.0,0.5,512,42.24,Monsoon,396.3,Low,Typhoid
Gujarat,September,33.5,66.1,126.0,2.01,766,43.34,Monsoon,502.6,Low,Typhoid
West Bengal,January,16.1,64.8,3.6,1.4,556,26.39,Winter,22.0,Low,Malaria
Delhi,January,18.7,35.5,22.2,1.17,729,25.34,Winter,21.1,Medium,Heatstroke
Haryana,April,34.6,43.6,12.8,0.63,295,37.56,Summer,99.4,Medium,Heatstroke
Manipur,September,24.4,93.0,416.0,6.5,2652,24.4,Monsoon,34.1,Medium,Typhoid
Tripura,February,20.2,69.8,8.2,0.5,2643,23.2,Winter,2.4,Medium,Typhoid
Madhya Pradesh,February,19.0,45.4,9.3,0.96,902,25.66,Winter,11.0,Low,Heatstroke
Tripura,November,18.6,87.8,3.8,0.93,1614,18.67,Post-Monsoon,14.0,High,Dengue
Assam,April,27.3,75.9,4.2,0.67,180,29.97,Summer,7.4,Medium,Cholera
Maharashtra,July,30.5,97.0,32.9,0.7,696,45.34,Monsoon,180.9,Low,Cholera
Uttar Pradesh,March,26.2,63.6,13.7,0.53,1656,27.3,Summer,27.4,Medium,Heatstroke
Kerala,July,34.7,97.0,308.5,5.19,3101,67.4,Monsoon,34.7,Medium,Cholera
Odisha,February,18.9,63.0,6.6,0.95,544,24.55,Winter,12.8,Medium,Typhoid
Rajasthan,June,42.6,53.0,134.1,2.51,272,66.71,Monsoon,12.1,Low,Typhoid
West Bengal,September,21.7,97.0,420.0,5.69,1398,21.7,Monsoon,376.1,Medium,Malaria
Tamil Nadu,May,41.4,68.5,50.9,0.78,180,77.37,Summer,13.2,Low,Cholera
West Bengal,May,41.4,89.7,16.9,0.5,176,104.12,Summer,199.5,Medium,Dengue
Sikkim,September,12.6,90.5,171.9,2.53,89,22.05,Monsoon,361.3,Low,Malaria
Tripura,July,27.8,97.0,244.0,4.32,1333,34.3,Monsoon,121.6,Low,Malaria
Chhattisgarh,May,39.9,64.4,56.5,0.68,908,66.1,Summer,18.5,Low,Dengue
Bihar,July,27.5,90.1,248.8,2.81,347,32.22,Monsoon,31.8,Low,Dengue
Odisha,October,21.3,86.4,184.5,2.23,181,21.3,Post-Monsoon,66.2,Low,Typhoid
Andhra Pradesh,January,18.2,55.8,3.7,0.9,4978,25.72,Winter,16.9,Medium,Cholera
Punjab,October,20.3,68.0,116.5,2.94,1391,23.48,Post-Monsoon,46.8,Medium,Typhoid
Gujarat,October,29.0,61.1,277.3,3.7,93,31.2,Post-Monsoon,124.3,Medium,Typhoid
Telangana,January,22.0,53.0,1.0,0.5,4430,24.84,Winter,19.7,Medium,Cholera
Delhi,March,28.4,48.4,2.2,1.28,521,28.75,Summer,30.5,Low,Malaria
Tamil Nadu,October,27.1,89.0,136.4,3.41,282,30.91,Post-Monsoon,130.0,Low,Dengue
Andhra Pradesh,August,29.6,90.0,251.2,3.87,1975,39.22,Monsoon,368.5,High,Typhoid
Rajasthan,May,44.7,23.3,28.4,1.59,1756,48.73,Summer,9.9,Medium,Heatstroke
Assam,December,12.9,68.3,0.4,0.5,1980,30.33,Winter,2.4,High,Typhoid
Assam,October,27.5,90.9,0.6,0.5,1317,32.33,Post-Monsoon,181.3,Medium,Typhoid
Sikkim,November,10.3,69.7,6.2,0.5,2913,35.62,Post-Monsoon,32.5,Medium,Malaria
Himachal Pradesh,January,8.0,49.7,2.9,0.9,978,41.68,Winter,17.1,Low,Typhoid
West Bengal,August,29.6,97.0,36.3,0.88,451,41.38,Monsoon,306.6,Medium,Typhoid
Goa,February,22.9,79.9,4.1,1.01,204,23.04,Winter,1.4,Low,Malaria
Karnataka,May,33.1,69.5,79.5,0.76,1126,43.57,Summer,1.9,Low,Dengue
Rajasthan,August,35.6,54.2,48.0,0.93,119,44.01,Monsoon,467.8,Low,Dengue
Goa,August,29.8,97.0,340.0,4.5,2266,42.24,Monsoon,236.1,High,Dengue
Jharkhand,August,26.3,81.1,38.7,1.43,379,28.32,Monsoon,102.3,Medium,Dengue
Maharashtra,March,32.4,71.1,4.0,1.0,93,42.04,Summer,20.1,Low,Typhoid
Nagaland,October,17.1,77.2,110.5,1.31,264,22.55,Post-Monsoon,78.7,Low,Malaria
Gujarat,December,24.1,51.7,16.8,0.67,203,25.43,Winter,24.0,Low,Malaria
Uttar Pradesh,December,17.0,47.1,2.4,0.5,59,26.93,Winter,27.6,Medium,Typhoid
Rajasthan,December,24.7,20.0,9.1,0.5,61,24.81,Winter,3.9,Medium,Typhoid
Uttarakhand,October,13.7,62.0,203.6,3.17,604,30.08,Post-Monsoon,299.7,Low,Dengue
Meghalaya,January,8.5,64.9,34.5,0.5,549,41.26,Winter,23.5,Low,Typhoid
Sikkim,August,17.5,90.4,203.5,3.04,764,17.69,Monsoon,50.1,Low,Dengue
Goa,May,41.9,77.6,35.6,1.12,236,91.09,Summer,9.3,Medium,Heatstroke
Sikkim,March,14.2,69.3,50.3,0.5,265,27.92,Summer,3.9,Low,Dengue
Sikkim,June,24.2,95.2,100.3,0.96,621,24.2,Monsoon,3.1,Low,Typhoid
Odisha,March,28.2,77.3,54.4,1.14,8363,32.16,Summer,4.3,Medium,Dengue
Sikkim,December,8.0,64.6,21.5,0.5,1218,42.74,Winter,37.7,Low,Typhoid
Goa,June,39.0,97.0,161.7,2.22,883,96.14,Monsoon,7.3,Medium,Dengue
Odisha,February,21.5,71.4,58.8,1.82,8598,23.18,Winter,10.9,High,Malaria
Karnataka,January,21.1,58.5,21.7,0.93,311,24.5,Winter,16.9,Medium,Typhoid
Goa,December,18.6,63.9,0.3,0.52,1296,24.56,Winter,7.1,Low,Typhoid
Tripura,February,16.0,67.2,1.2,0.5,2699,26.05,Winter,2.0,Medium,Malaria
Rajasthan,January,24.4,20.0,2.0,1.78,6324,24.66,Winter,23.5,Medium,Typhoid
Nagaland,April,28.4,69.5,32.2,0.5,496,31.38,Summer,44.4,Medium,Malaria
Assam,January,19.1,56.2,3.7,0.78,677,25.19,Winter,23.5,Low,Typhoid
Sikkim,December,8.0,63.3,0.7,0.54,15000,42.84,Winter,39.7,High,Heatstroke
Chhattisgarh,February,24.8,38.4,1.9,0.5,126,25.56,Winter,0.3,Low,Malaria
Nagaland,April,25.6,74.9,91.3,1.34,164,26.83,Summer,31.4,Medium,Heatstroke
Chhattisgarh,July,30.6,89.9,115.9,2.51,619,43.02,Monsoon,209.4,Medium,Dengue
Maharashtra,August,29.6,97.0,420.0,6.1,360,41.38,Monsoon,371.1,Medium,Dengue
West Bengal,November,19.7,86.3,30.6,0.92,634,19.7,Post-Monsoon,209.9,Low,Typhoid
Nagaland,October,20.7,88.2,11.9,0.61,979,20.7,Post-Monsoon,56.5,Low,Dengue
Haryana,May,30.2,48.0,13.4,0.5,252,31.03,Summer,9.7,Medium,Typhoid
Goa,January,13.6,74.8,14.0,0.5,118,27.33,Winter,20.3,Low,Dengue
Manipur,January,9.8,61.6,7.6,0.68,242,38.1,Winter,20.8,Low,Typhoid
Uttarakhand,February,8.0,53.9,24.1,1.0,158,42.47,Winter,6.5,Medium,Heatstroke
Chhattisgarh,December,15.4,58.2,6.0,0.97,3363,28.11,Winter,7.4,Medium,Typhoid
Tripura,June,31.2,97.0,276.2,4.12,75,48.6,Monsoon,86.0,Low,Dengue
Rajasthan,September,34.0,49.9,420.0,6.5,886,38.36,Monsoon,373.3,Medium,Malaria
Himachal Pradesh,March,18.4,52.5,5.6,1.25,1314,25.81,Summer,3.3,Low,Typhoid
Assam,November,20.3,70.5,32.8,1.34,393,23.09,Post-Monsoon,61.3,Low,Cholera
Delhi,April,31.1,40.1,17.8,1.43,826,31.1,Summer,8.3,Low,Cholera
Karnataka,December,16.7,61.1,5.0,0.97,1055,26.36,Winter,5.6,Low,Dengue
Gujarat,October,29.0,68.4,126.1,1.86,7968,32.43,Post-Monsoon,127.7,High,Malaria
Meghalaya,February,18.1,69.3,17.4,0.5,2233,23.89,Winter,16.5,Medium,Typhoid
Himachal Pradesh,November,11.1,56.6,3.8,0.5,120,35.34,Post-Monsoon,18.9,Medium,Heatstroke
Himachal Pradesh,April,26.6,58.7,19.6,1.46,83,27.52,Summer,3.6,Medium,Typhoid
Tamil Nadu,June,40.0,89.4,420.0,5.49,832,93.75,Monsoon,65.1,Low,Cholera
Telangana,August,35.5,88.6,65.0,1.09,50,65.28,Monsoon,33.0,Medium,Typhoid
Goa,May,39.2,82.2,5.5,0.5,273,80.22,Summer,9.5,Low,Dengue
Meghalaya,February,11.4,73.2,38.9,1.71,271,32.09,Winter,17.9,Medium,Typhoid
Madhya Pradesh,November,19.5,48.2,8.7,0.5,473,25.42,Post-Monsoon,6.3,Low,Typhoid
Goa,January,21.0,67.3,1.7,0.74,597,23.6,Winter,23.8,Low,Typhoid
Sikkim,November,8.3,70.0,10.6,0.5,840,41.03,Post-Monsoon,36.4,Medium,Malaria
Odisha,October,24.6,87.4,1.7,1.16,2138,24.92,Post-Monsoon,63.5,Medium,Cholera
Sikkim,June,19.6,88.8,122.7,2.53,142,19.6,Monsoon,3.0,Low,Dengue
Chhattisgarh,June,32.1,88.4,2.4,0.5,374,48.61,Monsoon,15.0,Low,Dengue
Nagaland,December,8.5,63.7,9.4,1.65,581,41.38,Winter,11.7,Low,Heatstroke
Goa,November,21.2,76.0,3.9,1.14,218,22.36,Post-Monsoon,0.9,Medium,Dengue
Punjab,March,22.7,52.8,6.2,0.55,2578,24.95,Summer,2.2,Medium,Typhoid
Haryana,January,18.8,28.5,0.5,0.5,280,24.51,Winter,18.3,Low,Typhoid
Nagaland,August,24.5,95.6,99.3,2.18,446,24.5,Monsoon,88.1,Low,Cholera
Kerala,November,22.8,85.5,35.6,0.68,219,22.8,Post-Monsoon,359.6,Low,Dengue
Bihar,December,17.8,52.9,9.8,1.04,1906,26.19,Winter,21.2,Medium,Heatstroke
Sikkim,August,18.5,94.1,115.8,1.19,1362,18.5,Monsoon,36.2,Low,Malaria
Kerala,March,28.9,82.6,58.0,1.28,8702,35.02,Summer,4.2,Medium,Malaria
Sikkim,May,27.5,68.7,10.6,0.97,3631,29.59,Summer,0.2,Medium,Typhoid
Telangana,October,26.2,74.0,79.7,1.07,5101,27.77,Post-Monsoon,38.5,High,Dengue
Haryana,August,27.4,78.5,13.1,0.5,925,30.48,Monsoon,7.2,Low,Heatstroke
Rajasthan,July,34.7,53.5,297.5,3.52,2061,41.34,Monsoon,99.1,Medium,Cholera
Uttar Pradesh,March,25.0,51.1,1.6,0.5,315,25.91,Summer,22.5,Medium,Typhoid
Delhi,January,16.0,35.1,14.3,0.91,317,26.68,Winter,22.4,Low,Typhoid
Goa,January,18.4,74.2,2.8,0.53,162,22.68,Winter,16.1,Low,Heatstroke
Bihar,April,32.9,57.8,23.0,1.07,272,38.5,Summer,15.0,Medium,Typhoid
Assam,June,36.0,97.0,57.0,1.24,52,75.43,Monsoon,3.9,Medium,Cholera
West Bengal,March,27.3,78.5,13.8,0.65,366,30.25,Summer,0.8,Medium,Typhoid
Bihar,April,33.6,68.9,7.3,0.5,892,44.91,Summer,16.9,Low,Cholera
Madhya Pradesh,June,39.8,66.6,51.2,1.06,1918,67.67,Monsoon,8.0,Medium,Heatstroke
Jharkhand,March,28.1,58.5,39.0,1.3,163,29.43,Summer,15.0,Medium,Malaria
Delhi,September,29.7,71.3,59.3,0.5,252,34.61,Monsoon,15.6,Low,Dengue
West Bengal,July,30.4,97.0,386.7,5.09,1443,44.88,Monsoon,385.1,Low,Cholera
Delhi,August,33.7,73.3,151.1,3.16,358,47.39,Monsoon,404.1,Medium,Dengue
Karnataka,January,18.2,51.8,3.2,0.76,133,25.97,Winter,19.1,Medium,Typhoid
Rajasthan,April,43.1,29.8,69.3,1.57,96,49.53,Summer,6.3,Medium,Heatstroke
Sikkim,March,12.5,52.3,8.8,0.76,112,32.64,Summer,3.2,Low,Cholera
Odisha,March,26.4,70.0,32.8,1.09,449,27.89,Summer,5.5,Low,Malaria
Assam,April,35.3,85.5,17.8,0.5,863,61.85,Summer,7.3,Low,Dengue
Tripura,April,31.6,73.6,2.3,1.26,389,40.51,Summer,1.3,Medium,Malaria
Rajasthan,October,34.3,36.8,43.3,1.51,445,35.14,Post-Monsoon,35.5,Medium,Dengue
Bihar,September,25.6,80.6,28.0,0.5,1748,26.92,Monsoon,153.8,Medium,Heatstroke
Uttar Pradesh,August,32.5,79.2,67.2,2.07,1341,45.85,Monsoon,218.9,Low,Malaria
Kerala,August,29.1,97.0,420.0,5.1,6997,39.31,Monsoon,156.4,Medium,Dengue
Haryana,February,14.9,40.5,0.0,0.5,1761,28.4,Winter,16.6,Low,Typhoid
Tamil Nadu,April,36.8,75.7,0.6,0.5,136,61.63,Summer,20.7,Low,Malaria
Chhattisgarh,April,39.1,59.5,24.4,1.43,136,58.69,Summer,7.0,Medium,Typhoid
